ID_Zindi,GT_NO2
ID_2MYNQS,35.3738894013369
ID_P4U5WU,35.3738894013369
ID_U4KWPK,35.3738894013369
ID_QGSNTZ,35.3738894013369
ID_GHSZ6K,35.3738894013369
ID_NKPFFW,35.3738894013369
ID_Z9ICW9,35.3738894013369
ID_H2YFI6,35.3738894013369
ID_RMBWWV,35.3738894013369
ID_8JASJD,35.3738894013369
ID_BVXTI2,35.3738894013369
ID_NDIOUZ,35.3738894013369
ID_AWH9CU,35.3738894013369
ID_FF8GFR,35.3738894013369
ID_SQCZ4B,35.3738894013369
ID_C2YTPV,35.3738894013369
ID_WV7RFQ,35.3738894013369
ID_E3CKAK,35.3738894013369
ID_U7XGZ3,35.3738894013369
ID_X8599L,35.3738894013369
ID_HR1N35,35.3738894013369
ID_O6FGA6,35.3738894013369
ID_Y1FO8G,35.3738894013369
ID_SGDI1C,35.3738894013369
ID_T2H0JJ,35.3738894013369
ID_V7BMNG,35.3738894013369
ID_S5MA32,35.3738894013369
ID_ANJZBA,35.3738894013369
ID_NZT2L7,35.3738894013369
ID_E4N2P4,35.3738894013369
ID_2LPD4W,35.3738894013369
ID_U51CCO,35.3738894013369
ID_7P7MDZ,35.3738894013369
ID_ZOMAXE,35.3738894013369
ID_L3HX41,35.3738894013369
ID_8E6XW7,35.3738894013369
ID_L36A06,35.3738894013369
ID_4UUVO8,35.3738894013369
ID_AI3L14,35.3738894013369
ID_Q3TKJO,35.3738894013369
ID_YSLM9R,35.3738894013369
ID_16OJ5Q,35.3738894013369
ID_BCQDMF,35.3738894013369
ID_HESMLO,35.3738894013369
ID_LVSQ5Z,35.3738894013369
ID_NYSBK9,35.3738894013369
ID_JO0816,35.3738894013369
ID_YU2FDJ,35.3738894013369
ID_WK1H30,35.3738894013369
ID_IMZNQW,35.3738894013369
ID_SV2X3R,35.3738894013369
ID_CUSO3Y,35.3738894013369
ID_3UDDC0,35.3738894013369
ID_W2SSXO,35.3738894013369
ID_WMBNA7,35.3738894013369
ID_8VHGC2,35.3738894013369
ID_EQZ4UO,35.3738894013369
ID_1HERHC,35.3738894013369
ID_CGV391,35.3738894013369
ID_D83DS9,35.3738894013369
ID_QB5VS9,35.3738894013369
ID_W4DSPL,35.3738894013369
ID_9QKTKF,35.3738894013369
ID_HUZUAO,35.3738894013369
ID_PTL4H1,35.3738894013369
ID_WG2SNW,35.3738894013369
ID_Y1YZTR,35.3738894013369
ID_TBFXSQ,35.3738894013369
ID_S53F29,35.3738894013369
